Donor_id,Amount,Project_id
UD15021,21.00,53118642064469456DD95103
UD15022,96.00,53345639732033069EB33840
UD15023,69.00,53733807853064224FK75347
UD15024,51.00,53630245561903824QH85575
UD15025,80.00,53982002027454477BN81939
UD15026,27.00,53748616237334184HM13465
UD15027,77.00,53371116796541503OW29080
UD15028,21.00,53259264191086924VN87564
UD15029,25.00,53910603943386568IJ62704
UD15030,50.00,53850592328423206IS91786
UD15031,53.00,53397258828778097WT23600
UD15032,79.00,53435716488021145CE64496
UD15033,96.00,53570599638065260CQ56193
UD15034,28.00,53436959411775633ZC23706
UD15035,37.00,53602873090044165MX94688
UD15036,98.00,53532686685538038CI85981
UD15037,81.00,53253940597280539ZD79586
UD15038,59.00,53259077239717903PB61196
UD15039,38.00,53533571233851974QS19681
UD15040,52.00,53449415653218773RW75941
UD15041,90.00,53129767842718727WJ44046
UD15042,81.00,53503759118044297TH27315
UD15043,83.00,53303395578273405FX24996
UD15044,92.00,53373339982201243MA59242
UD15045,38.00,53155103690230751DQ92788
UD15046,36.00,53149492129280466UY13249
UD15047,18.00,53440139968448993BY13958
UD15048,49.00,53928912496713432BD32263
UD15049,94.00,53726050636478839US56882
UD15050,63.00,53702272843630790ID10438
UD15051,56.00,53696462098824227GA80424
UD15052,37.00,53490278020902187IQ72056
UD15053,41.00,53288483825012817AB81538
UD15054,85.00,53848169759244513PI87982
UD15055,59.00,53270403416918939HY27535
UD15056,99.00,53185940811741996JM11165
UD15057,17.00,53551432500702175LX16596
UD15058,70.00,53326584752371110BS27442
UD15059,78.00,53914341561996238QD46110
UD15060,75.00,53825017980230632ZZ90252
UD15061,93.00,53984578603688500NR11017
UD15062,66.00,53972051369538033WS25806
UD15063,36.00,53812832886164877SB69619
UD15064,79.00,53865099694086649CJ13810
UD15065,79.00,53493138598896925UT50733
UD15066,34.00,53584577229567285LC45536
UD15067,67.00,53118419906083737DR86356
UD15068,13.00,53232763614807502VG50048
UD15069,93.00,53177444778359494ZQ35820
UD15070,62.00,53736944704048307SS90451
UD15071,29.00,53631807362615533YG86712
UD15072,72.00,53373445942081808LX56315
UD15073,18.00,53622163334032564WG16779
UD15074,40.00,53483147042706848WY50181
UD15075,43.00,53801640330807663RI54077
UD15076,87.00,53508752057865433MP19530
UD15077,84.00,53366755491536902PW13075
UD15078,61.00,53642858480280635LG10758
UD15079,94.00,53860537667765415UW82765
UD15080,56.00,53380307571931049HJ49635
UD15081,56.00,53310773631380507AL86228
UD15082,50.00,53191058009706301SX80188
UD15083,29.00,53154193304168748KL24686
UD15084,27.00,53904944241548401CG40526
UD15085,80.00,53696818015951189BL77708
UD15086,32.00,53313828340024318KT48901
UD15087,51.00,53947959325479394BJ41071
UD15088,90.00,53386900376646573DW96354
UD15089,57.00,53742009982323891JR50594
UD15090,95.00,53188107327380867EW96722
UD15091,96.00,53988669991476686EK97270
UD15092,39.00,53760900606450040HN39163
UD15093,89.00,53532525765570057SH10939
UD15094,38.00,53418079618886787VG35994
UD15095,99.00,53371720559207699SI24339
UD15096,78.00,53942548062443086XR69559
UD15097,74.00,53113500957528566OO29198
UD15098,48.00,53636612049851116VO17781
UD15099,81.00,53324918950576567EX25985
UD15100,25.00,53980284150506753YE14383
UD15101,99.00,53768368798721511RP41186
UD15102,14.00,53584971344429833PY95143
UD15103,56.00,53566929515191422IE90147
UD15104,65.00,53508849849438945FB96005
UD15105,76.00,53117075553324534BM72145
UD15106,86.00,53182326419550536GL44390
UD15107,11.00,53110244655722982FL49159
UD15108,22.00,53505477682886946TP16281
UD15109,80.00,53207602392371650ZJ18602
UD15110,88.00,53324152731750187SL10306
UD15111,71.00,53554833665058010ZQ36690
UD15112,37.00,53484398459986141KJ37173
UD15113,65.00,53370633613320170YH73005
UD15114,55.00,53760150093782063CR53811
UD15115,55.00,53798365196627420LZ43121
UD15116,96.00,53457095974322115EN96432
UD15117,77.00,53801728523106934WK34616
UD15118,77.00,53660852826172316PU54025
UD15119,50.00,53456008320237662XC95663
UD15120,96.00,53856781678809228KF92120
UD15121,36.00,53164683726464348GK45098
UD15122,62.00,53147866939639079NK97202
UD15123,10.00,53157453478994989VV86046
UD15124,33.00,53929300734763088ZO49931
UD15125,46.00,53942065732540564CS50526
UD15126,71.00,53460061480058807ZT69330
UD15127,61.00,53520909582128404HU84152
UD15128,71.00,53739534655546155WY21230
UD15129,69.00,53255630548639844VT16615
UD15130,84.00,53381087560129992IW91235
UD15131,91.00,53775524333538239NJ16145
UD15132,30.00,53260394626127544TU21899
UD15133,67.00,53964026100543665IA97044
UD15134,37.00,53884788217426842HM63161
UD15135,55.00,53861899354989384LV97984
UD15136,44.00,53486378491692621NW79303
UD15137,34.00,53411598880332761SX51256
UD15138,68.00,53332427832701143GG11659
UD15139,65.00,53668914371058206CV69288
UD15140,79.00,53262960943195443MH41205
UD15141,24.00,53370406872306621AT30894
UD15142,89.00,53209748815005571HR69974
UD15143,29.00,53266565604326954IB28855
UD15144,41.00,53883785446155138OM77070
UD15145,27.00,53107162262081738VI12890
UD15146,97.00,53990554472219780BG20155
UD15147,32.00,53404633630756919EI10705
UD15148,42.00,53618485895858461LF41652
UD15149,24.00,53969466463279433DD51605
UD15150,36.00,53311204434671654QR40506
UD15151,78.00,53678168422743320XR52496
UD15152,85.00,53597586107844311YJ29916
UD15153,98.00,53706219288277533FG42246
UD15154,28.00,53844846666653549QG28716
UD15155,76.00,53827380401525455VR25070
UD15156,34.00,53123247464462133NI66326
UD15157,21.00,53774505765298088GN96036
UD15158,52.00,53447571864908240YU86462
UD15159,17.00,53598754072981094FJ31685
UD15160,21.00,53720783199794930EY67250
UD15161,46.00,53463330900782774HK35045
UD15162,64.00,53128383124088998US43776
UD15163,93.00,53943990224983286EP39963
UD15164,39.00,53803625791517720XX89898
UD15165,49.00,53894511377350321KQ55797
UD15166,97.00,53135605886092390NR42553
UD15167,03.00,53251066331943606XK46811
UD15168,41.00,53925451144564766NP37284
UD15169,50.00,53436572483741838TX22536
UD15170,42.00,53948364489248178SM14425
UD15171,27.00,53195813310028074YY95816
UD15172,48.00,53796444108027885AN72190
UD15173,80.00,53799309992192285CJ14772
UD15174,45.00,53926494801029368PZ21706
UD15175,76.00,53643580458652767GO26190
UD15176,41.00,53246319555395480EF58885
UD15177,58.00,53894597809576426GE77444
UD15178,46.00,53351565233934614SI33817
UD15179,59.00,53808990986479558LA52813
UD15180,98.00,53453330736348507MQ49456
UD15181,90.00,53589183602656293ZT94488
UD15182,84.00,53550150675389089EV33515
UD15183,73.00,53355655556260753IF93714
UD15184,74.00,53292241821087627ZN21003
UD15185,65.00,53929195093469302ZX72446
UD15186,75.00,53823596366480744WI76052
UD15187,67.00,53415439856186368VN23780
UD15188,46.00,53441213700649668NI82389
UD15189,31.00,53986155192792481NO23025
UD15190,67.00,53201512884038359JE15423
UD15191,82.00,53889057975532794QT52708
UD15192,16.00,53892185831830384MP77447
UD15193,43.00,53792179365879583VO31556
UD15194,16.00,53472399764575169CP74590
UD15195,41.00,53304351656506968BO94940
UD15196,72.00,53252790687831590DY98533
UD15197,56.00,53141025432957404XD69188
UD15198,32.00,53932871929338845ZS93845
UD15199,96.00,53790852811284193PN20382
UD15200,12.00,53545822659187192DP58932
UD15201,43.00,53669447056027444QG99275
UD15202,32.00,53587090768491566VA44450
UD15203,76.00,53547795860994017MN84042
UD15204,54.00,53236951151632972QZ92251
UD15205,39.00,53615946761788376TT99908
UD15206,20.00,53840534680453109EE49351
UD15207,27.00,53536835880739450QO48555
UD15208,69.00,53459274123356142NI59541
UD15209,23.00,53706117221615230US23495
UD15210,95.00,53843333007412533PC96548
UD15211,72.00,53525388556674238CC79802
UD15212,65.00,53865390744705254DR45530
UD15213,61.00,53511796035705959YB20643
UD15214,18.00,53576268452113708OD28910
UD15215,90.00,53568727423282945BP44436
UD15216,63.00,53706477817358653CP31734
UD15217,89.00,53382158299446759JD95611
UD15218,98.00,53162933328827474AU28492
UD15219,96.00,53938819987619407ND77994
UD15220,22.00,53961016944198343UN59835
UD15221,15.00,53672016922606945YX61546
UD15222,79.00,53161589781621990MV91710
UD15223,57.00,53111053531678643HX83234
UD15224,41.00,53519776253858161ZL79337
UD15225,50.00,53854047262930259JO57183
UD15226,75.00,53768873377082902ZR34383
UD15227,25.00,53347243853758823TP62156
UD15228,27.00,53430747574313094KW83218
UD15229,11.00,53163731576868056HK56515
UD15230,84.00,53934605564593916BM34328
UD15231,23.00,53430771890092490RL81561
UD15232,42.00,53258152481343097ZN45295
UD15233,25.00,53518057555219271CA19142
UD15234,49.00,53399680546371155QT44252
UD15235,37.00,53598144813124628NT45510
UD15236,61.00,53515439190395688XD86943
UD15237,10.00,53855577764613226ME96247
UD15238,34.00,53778951715058281ER52996
UD15239,59.00,53618145550079065KH39325
UD15240,86.00,53543128653107799SQ16222
UD15241,22.00,53682159006494760AO21110
UD15242,50.00,53773409551525396DC21469
UD15243,13.00,53682209848973778AS15126
UD15244,10.00,53904789655055931FA61136
UD15245,87.00,53754329647004511VS50662
UD15246,84.00,53673857478516716FF16462
UD15247,15.00,53776439430325034HT12345
UD15248,21.00,53349851312695718CW73065
UD15249,10.00,53575517733199533CA97979
UD15250,39.00,53952953014444259TP73445
UD15251,53.00,53610954562039448BE33969
UD15252,41.00,53190542634715752YQ16298
UD15253,95.00,53457744689930016IP18206
UD15254,30.00,53491156360207789IF18603
UD15255,88.00,53125282504069082WC10073
UD15256,47.00,53115951836240838SL99107
UD15257,76.00,53750180196584654GW56854
UD15258,49.00,53495539567396737GF33244
UD15259,42.00,53168122328946930AJ89579
UD15260,23.00,53477503024374080WI20514
UD15261,38.00,53578147237724480HK15305
UD15262,30.00,53755875295942980VB43497
UD15263,69.00,53364362514284256NY41497
UD15264,10.00,53243191528963676YG24439
UD15265,83.00,53915183647799397BP87076
UD15266,91.00,53191615931516106YX54784
UD15267,26.00,53874597653418060HZ67174
UD15268,28.00,53501345689151631ZR75779
UD15269,50.00,53923883851792357NI37040
UD15270,14.00,53381021649196414MQ62257
UD15271,40.00,53775289681690618DR81861
UD15272,85.00,53511307020379532KO86566
UD15273,10.00,53572067946497196NZ30483
UD15274,11.00,53609928036231625AT97651
UD15275,71.00,53299588017764068OG49428
UD15276,70.00,53121804791989989IR42855
UD15277,38.00,53102956351744936HR39388
UD15278,12.00,53577809887093224WC35531
UD15279,27.00,53597630786088765IS83959
UD15280,58.00,53608359999307379CD28744
UD15281,78.00,53802896426918083EM40303
UD15282,87.00,53427162938587726KB35314
UD15283,57.00,53328663977223910TS82232
UD15284,97.00,53704801675360410AI30208
UD15285,13.00,53810232291514987JO50237
UD15286,79.00,53582329775909855PI80066
UD15287,70.00,53858147328069561FG40003
UD15288,20.00,53343679742808596VX53355
UD15289,36.00,53251697001338051SK50121
UD15290,72.00,53937633487291941AS41664
UD15291,44.00,53433358224761269HN99093
UD15292,45.00,53594962507273622KB19190
UD15293,27.00,53493946262673831LF57706
UD15294,66.00,53743844505319133NV86221
UD15295,42.00,53122603338136396OV47478
UD15296,76.00,53295433862518584GC56540
UD15297,91.00,53845657404473715NV50520
UD15298,36.00,53266670708199097AX80663
UD15299,14.00,53953540628867220VD37976
UD15300,77.00,53796951015023547JN30459
UD15301,76.00,53828700837389904SR29172
UD15302,59.00,53525053847994695GP40932
UD15303,91.00,53818232971769196SY85834
UD15304,75.00,53295692644565816UU33374
UD15305,50.00,53574015157497250UC56124
UD15306,65.00,53405513371607740UN46876
UD15307,71.00,53489796984280897RR80027
UD15308,34.00,53666989623173903OY21611
UD15309,39.00,53850292136458623RG60727
UD15310,79.00,53139697492185617SQ73282
UD15311,51.00,53471383700402475MF29943
UD15312,32.00,53679184467255379PI63027
UD15313,36.00,53314763621072010FF87250
UD15314,27.00,53444691970402401HW20433
UD15315,17.00,53811246566951418ON73426
UD15316,49.00,53770748345335033XZ63923
UD15317,19.00,53366583932385508TG60320
UD15318,81.00,53996691403509068GU28305
UD15319,21.00,53622043357532580SL76544
UD15320,71.00,53877741981496133QM86701
UD15321,56.00,53376579933044965UW46748
UD15322,19.00,53510137103460626SJ41085
UD15323,33.00,53120878711578698UE99784
UD15324,72.00,53736897948780938CV32722
UD15325,30.00,53261527029210171IN28731
UD15326,67.00,53940385478482630YD12863
UD15327,12.00,53729842285355480YU16995
UD15328,11.00,53427641664921859DP42893
UD15329,16.00,53191997566028377SI62248
UD15330,95.00,53147884323275870JX27914
UD15331,59.00,53454877540105632VU15398
UD15332,59.00,53805640293597113CD39380
UD15333,90.00,53920737107713385DY10304
UD15334,23.00,53961065795307387GR76972
UD15335,42.00,53895804525673124EV43664
UD15336,84.00,53645381723916015QV32908
UD15337,75.00,53685672545797210LV23634
UD15338,99.00,53657446247003351SP99409
UD15339,26.00,53275033233797161MI98012
UD15340,83.00,53533718583067640DJ80447
UD15341,52.00,53675000175556008AS61180
UD15342,14.00,53356686395488416KR48225
UD15343,68.00,53840129068670616KS22643
UD15344,45.00,53298588944526203IT27605
UD15345,93.00,53248095317683358VX95209
UD15346,89.00,53500422332461584EY66930
UD15347,71.00,53426044941751058ZZ42794
UD15348,33.00,53950365607659602XY50221
UD15349,49.00,53179606602431630VA92033
UD15350,63.00,53150495099751841YJ95416
UD15351,53.00,53671573714030917NI81289
UD15352,91.00,53253271787083569AP39646
UD15353,29.00,53995221224868893RE89363
UD15354,48.00,53619604247629117RU31312
UD15355,78.00,53115720703842275RG51855
UD15356,21.00,53765806642418119EJ66434
UD15357,25.00,53431814987888021JQ43059
UD15358,92.00,53431512610183295XH87007
UD15359,55.00,53670640686955809ZL49984
UD15360,10.00,53178238380190669WK89237
UD15361,12.00,53132065438770684PF31597
UD15362,22.00,53310289680958698ZZ46717
UD15363,14.00,53584805699906985WC56915
UD15364,87.00,53320603313288378SG10384
UD15365,44.00,53913071584325543GZ22288
UD15366,53.00,53828676309802850KM39017
UD15367,49.00,53770564752125887XZ44556
UD15368,74.00,53387843317194292EG57624
UD15369,11.00,53613248878022161LM58211
UD15370,72.00,53898043631874155LS28869
UD15371,74.00,53988171984473583KM52808
UD15372,56.00,53939817660406004AU89602
UD15373,92.00,53113174686133997HS84565
UD15374,67.00,53180011794822519QY87560
UD15375,72.00,53141012361395567SI38115
UD15376,91.00,53347005796973795NR99347
UD15377,11.00,53953461952146480TH48246
UD15378,78.00,53789819189459305JG78330
UD15379,16.00,53352779701455972NT65327
UD15380,30.00,53948346750289344PO17952
UD15381,39.00,53938147168385911DM41006
UD15382,34.00,53135745795029832UR19934
UD15383,63.00,53836855135485877CT56920
UD15384,66.00,53146581455500758MR23087
UD15385,96.00,53567557400166212KY41594
UD15386,79.00,53367079217468577EL38452
UD15387,88.00,53155902361001839VH16898
UD15388,73.00,53302578323295228RB44644
UD15389,97.00,53973561546872663OQ35565
UD15390,81.00,53139072705535104RE53390
UD15391,82.00,53583174313458399BR62657
UD15392,78.00,53103201924818677OU84467
UD15393,27.00,53251834251644987OJ12942
UD15394,62.00,53919274436201156YH97757
UD15395,16.00,53811118683514152YS25055
UD15396,67.00,53567990223949333SQ74490
UD15397,53.00,53730356764809147HN55611
UD15398,53.00,53384823964971580XK71086
UD15399,99.00,53477577816140202SS96594
UD15400,79.00,53352135175655638PM14107
UD15401,58.00,53194459546527142AD32793
UD15402,73.00,53726334153607624XV81196
UD15403,37.00,53142260811839170NQ95319
UD15404,27.00,53664654846403607YL90802
UD15405,51.00,53502665645188411WM29023
UD15406,51.00,53472356290466052DE35268
UD15407,19.00,53266969469781522AP95609
UD15408,30.00,53352496382160572LK89482
UD15409,22.00,53372786352714650KP43416
UD15410,75.00,53992516386253663QI94300
UD15411,10.00,53622642571439348TT98849
UD15412,14.00,53568077662883700WD83719
UD15413,48.00,53280006631789168MN80317
UD15414,81.00,53488457081864883NK44086
UD15415,23.00,53475884790652162KN56481
UD15416,41.00,53890681198364592DN15241
UD15417,41.00,53531915824958318IH15491
UD15418,47.00,53580993156483286MJ21627
UD15419,14.00,53858224989475420VB25522
UD15420,45.00,53632178329761188RT24930
UD15421,31.00,53534355082684768TP87705
UD15422,32.00,53519983886028954IM75501
UD15423,49.00,53999359419137360GJ25121
UD15424,34.00,53868062561741177GG34884
UD15425,91.00,53688896239710666DQ47780
UD15426,46.00,53572732936783141ZM81839
UD15427,66.00,53371982513175674AY52380
UD15428,84.00,53842664102291343FM25811
UD15429,58.00,53308243169198397XH72707
UD15430,22.00,53566936255564097OR97375
UD15431,14.00,53502249958382884PX28819
UD15432,34.00,53926705345179907TN39796
UD15433,26.00,53110018815275070GR85771
UD15434,37.00,53279836164609685XH62782
UD15435,87.00,53814979690593020LG15229
UD15436,69.00,53872643190469858GW96905
UD15437,85.00,53231658143545229MD90539
UD15438,28.00,53240413842531002BK93019
UD15439,65.00,53948204809400434UH20727
UD15440,72.00,53985755943925170LZ29700
UD15441,83.00,53999114686209716QQ37802
UD15442,40.00,53339696538849157PY42272
UD15443,65.00,53623286321749521CJ38508
UD15444,75.00,53905272819665486IT64783
UD15445,18.00,53585190259734221OE22112
UD15446,73.00,53321156182943894RP38720
UD15447,95.00,53743257590787273QK44070
UD15448,64.00,53870015884616412MD49967
UD15449,52.00,53831802681505384UD89197
UD15450,52.00,53443593940506261TQ39995
UD15451,28.00,53108742289640329UC64254
UD15452,68.00,53179301236003618SW29740
UD15453,23.00,53593902925752292VG39368
UD15454,82.00,53639426574936328LS16136
UD15455,37.00,53113017715528003VB19870
UD15456,88.00,53338925261092635TE51614
UD15457,44.00,53380704774283118HM53915
UD15458,17.00,53434131796611824DA50534
UD15459,28.00,53375593181428654BS53943
UD15460,40.00,53146053596599523FG20467
UD15461,39.00,53339392417977884XB95434
UD15462,95.00,53976354077510494PR66728
UD15463,60.00,53335304400054237EK76768
UD15464,34.00,53862891743006294SF46505
UD15465,51.00,53473956477210119EL11467
UD15466,79.00,53131027425471302TM94230
UD15467,79.00,53942175075929623JO28042
UD15468,51.00,53563029281182649OR41566
UD15469,42.00,53820911785928379YT84888
UD15470,92.00,53468064232534989FM93526
UD15471,77.00,53632665332938873MT53183
UD15472,41.00,53495368266925752ZW73371
UD15473,21.00,53700323119289616LF33794
UD15474,40.00,53798886232942107CG86051
UD15475,92.00,53637507700973618WH86287
UD15476,15.00,53191236081359939AQ72983
UD15477,36.00,53965739654605047JG91225
UD15478,12.00,53506327035385050PV76183
UD15479,60.00,53661144507615802QE78017
UD15480,19.00,53549101172204530DI80510
UD15481,62.00,53896435218614008SX62906
UD15482,70.00,53221978751008910BE91906
UD15483,91.00,53227406421690172TQ35352
UD15484,46.00,53162867608466400EY77054
UD15485,97.00,53717152152690093SA51887
UD15486,51.00,53929325364292569RD70646
UD15487,23.00,53502751560745066WE18602
UD15488,54.00,53981020654722839RZ53811
UD15489,49.00,53769548422105564NW58580
UD15490,85.00,53404323071747672DG88592
UD15491,38.00,53305597756364137OP26559
UD15492,46.00,53180491609077910QV38915
UD15493,27.00,53215679654133594WO10270
UD15494,52.00,53710300219200170EZ42635
UD15495,58.00,53753382756315249DJ64396
UD15496,92.00,53618625613520261LZ51111
UD15497,86.00,53597473757134298TO57663
UD15498,11.00,53355460890190072GB20320
UD15499,44.00,53139425426240648PZ45651
UD15500,88.00,53576123152402402QL43702
UD15501,95.00,53964039133550653LA88937
UD15502,39.00,53326144769136456ZZ43287
UD15503,80.00,53404387695324824LY32269
UD15504,27.00,53341353939094999NS94889
UD15505,92.00,53770754904433355OD57287
UD15506,98.00,53869189773825581SS19332
UD15507,52.00,53835690211047989AY43135
UD15508,18.00,53704243467140998AO23399
UD15509,32.00,53175524397079874ZH61811
UD15510,69.00,53345426688708854GC32511
UD15511,16.00,53862525497315003XS38019
UD15512,99.00,53216503125038117NG95889
UD15513,86.00,53781715758765299XV12784
UD15514,99.00,53777034330022624ID86544
UD15515,70.00,53667302458665444PY75209
UD15516,97.00,53405855222182121ZC41082
UD15517,71.00,53611522559414974OS73556
UD15518,80.00,53206967348491461NJ16583
UD15519,99.00,53894775839772173AW45999
UD15520,97.00,53895695634297693PD66817
UD15521,20.00,53942426745360966KX19448
UD15522,95.00,53990263956033158RA42413
UD15523,62.00,53478490640312467JP30780
UD15524,95.00,53119627068630051SR95136
UD15525,70.00,53154019220802719OG81307
UD15526,36.00,53495817457083244BA82122
UD15527,68.00,53607862046426770BF64630
UD15528,27.00,53400956135707567FC20327
UD15529,83.00,53599529918735137SD17144
UD15530,53.00,53703794078946957PM22681
UD15531,41.00,53577307471595749FP79355
UD15532,22.00,53201446279090032FG70649
UD15533,95.00,53571689301744392DK47280
UD15534,38.00,53138512117037588WS39716
UD15535,49.00,53206316384861850JC41287
UD15536,60.00,53185301376606438VM82175
UD15537,91.00,53230041763394871SQ47986
UD15538,78.00,53722118435818386LQ87737
UD15539,17.00,53578616909245277GO27901
UD15540,66.00,53680478353972328CA58326
UD15541,91.00,53703494989417928OR33390
UD15542,62.00,53399758145099838HW58149
UD15543,58.00,53767930293462870UO99228
UD15544,28.00,53453643523826200UG36001
UD15545,86.00,53701697541660668RH76253
UD15546,77.00,53172163444810735KK99567
UD15547,17.00,53826857798033491HC43609
UD15548,62.00,53182719587598082EA73896
UD15549,99.00,53940474549648925WL33124
UD15550,12.00,53109465989443289TC63517
UD15551,26.00,53975354825630946SJ14534
UD15552,33.00,53250652312708622EY50729
UD15553,25.00,53690231711191746QM76464
UD15554,83.00,53521567148075063XB30712
UD15555,61.00,53103984647879181YM10259
UD15556,54.00,53949470422583628NG80391
UD15557,10.00,53936178560824420QP43106
UD15558,51.00,53746680142338427NA50620
UD15559,50.00,53983614582904022KZ25935
UD15560,85.00,53972663602729622TC88995
UD15561,62.00,53639837907588555SR74079
UD15562,64.00,53742140582434662SO28631
UD15563,51.00,53642941946026558DZ94555
UD15564,99.00,53232959424171439NZ96146
UD15565,88.00,53932083938340141CY19694
UD15566,11.00,53776283106080088BI46400
UD15567,33.00,53702757694269426XT68009
UD15568,66.00,53553634779750410MS63383
UD15569,51.00,53172265906857183TN40787
UD15570,60.00,53225557898683352BK91098
UD15571,55.00,53256583311659841MR55244
UD15572,92.00,53325301916951840ZR26787
UD15573,65.00,53865700574954237KH99934
UD15574,23.00,53983489798713977WZ30972
UD15575,21.00,53260255574007765OS51871
UD15576,44.00,53193192513137722MR92253
UD15577,78.00,53357186932826486XY63475
UD15578,39.00,53337374476226391NP24282
UD15579,45.00,53610641594395720MH32647
UD15580,86.00,53756097193960673YI72896
UD15581,27.00,53419892323509034UH86840
UD15582,76.00,53338853232973471UP68730
UD15583,74.00,53428408015882543LR91007
UD15584,57.00,53572808133245180SN99949
UD15585,19.00,53133754862112777QF88051
UD15586,61.00,53390099568505419OP92581
UD15587,98.00,53583422082281681JA32281
UD15588,78.00,53684092082023240DG87902
UD15589,73.00,53212270806474988MJ42445
UD15590,15.00,53871552259042453HX21082
UD15591,33.00,53219382239536790ID48918
UD15592,73.00,53842605154195254FJ99567
UD15593,38.00,53537472861581954KV96915
UD15594,96.00,53337600153245584WH29765
UD15595,70.00,53363895999809327PB36011
UD15596,52.00,53836290408756676HR61493
UD15597,30.00,53380534563361537EZ10072
UD15598,79.00,53500945709560064UW57539
UD15599,53.00,53994664967820030PA68431
UD15600,73.00,53151051727413515LO80989
UD15601,56.00,53518524661322801CT39461
UD15602,99.00,53434274176302900RA83718
UD15603,16.00,53956844747515481OV43265
UD15604,82.00,53621234545173076XW82470
UD15605,14.00,53917540213057688JE22825
UD15606,90.00,53485364460390431LL70763
UD15607,76.00,53851636048933915KH45066
UD15608,13.00,53503489986703107KQ77472
UD15609,60.00,53382247301010824BV23383
UD15610,25.00,53777119449329884YT33186
UD15611,96.00,53291388852701090FE83176
UD15612,48.00,53764547514038365RS71738
UD15613,67.00,53208076564999690TD48211
UD15614,35.00,53115792127514519AT46261
UD15615,29.00,53201172723175953CE37717
UD15616,91.00,53710943785903532KB56341
UD15617,57.00,53753816798165857FB42476
UD15618,91.00,53877065986699538XU59503
UD15619,84.00,53391821608495221JL61814
UD15620,53.00,53201331941021505MS55571
UD15621,60.00,53361465923738677LZ45413
UD15622,26.00,53293796093401916MZ67926
UD15623,90.00,53644722746804372DU14635
UD15624,13.00,53914048320611850GS73811
UD15625,76.00,53806709578673443UH41319
UD15626,44.00,53656836105193099AB34096
UD15627,41.00,53857227795179307SX16794
UD15628,42.00,53789781265490907RL72540
UD15629,35.00,53967883938723025WE59482
UD15630,41.00,53992056046562001SH44033
UD15631,12.00,53505412231979492BZ20676
UD15632,26.00,53501939035850404GK37589
UD15633,38.00,53326897513749103CY53003
UD15634,69.00,53751220176924496JB18885
UD15635,59.00,53630543704151891NF99916
UD15636,12.00,53734848558046487GE51462
UD15637,53.00,53769687173360975XA82269
UD15638,64.00,53824017734559914OS40662
UD15639,11.00,53821831375493304BY10306
UD15640,53.00,53900741767165935GG34258
UD15641,55.00,53930687062304008ZP69500
UD15642,71.00,53685974563983763JY56033
UD15643,36.00,53146707815260383XI46371
UD15644,84.00,53749479337525058NE93895
UD15645,24.00,53977694741368607AW53326
UD15646,49.00,53239256701418926BW71683
UD15647,94.00,53223605574103474DS85812
UD15648,69.00,53619419167114175HT89036
UD15649,25.00,53962797195872576QM40392
UD15650,51.00,53232058349222625SS74903
UD15651,88.00,53766106762047212JX73155
UD15652,96.00,53274522453108541OG85519
UD15653,82.00,53321156623175088WG37636
UD15654,84.00,53130445694124129SM89885
UD15655,64.00,53143884026273330XC43224
UD15656,96.00,53294635413673616TX51318
UD15657,30.00,53223340888855788OV81612
UD15658,17.00,53681985462201512AJ24902
UD15659,41.00,53636484243527909ZA18991
UD15660,68.00,53849619668459439TQ59137
UD15661,34.00,53135996395454387ZW90146
UD15662,63.00,53893578325741979NJ20370
UD15663,58.00,53120060097961265CP40558
UD15664,58.00,53221112546661343IK15099
UD15665,51.00,53215196855051938FE45286
UD15666,78.00,53363847485734583NH94188
UD15667,67.00,53710678732945855OT34779
UD15668,33.00,53180135381693552QE35183
UD15669,61.00,53935340004143168DE93706
UD15670,91.00,53584481962039580RT39551
UD15671,16.00,53364041485580285HE56730
UD15672,66.00,53152351735135855OI84954
UD15673,83.00,53207595541779997AB24220
UD15674,49.00,53742235518220358ZV40523
UD15675,17.00,53191339758142139RG95919
UD15676,19.00,53829363071936823KG43121
UD15677,27.00,53397173505732881WF40386
UD15678,64.00,53408689439596838EI78560
UD15679,23.00,53404766614543435HP45649
UD15680,98.00,53137384267262594UX80194
UD15681,34.00,53106259144205118AB84563
UD15682,93.00,53812237774907468VT75500
UD15683,68.00,53758192017942306EW14671
UD15684,85.00,53780235449867616AN35245
UD15685,24.00,53299347047711790ND22137
UD15686,41.00,53544576289367166CY49793
UD15687,65.00,53855516642621897BN49791
UD15688,41.00,53109357580307056SF11338
UD15689,85.00,53189473882365186QT98508
UD15690,84.00,53153853712548318RZ90543
UD15691,97.00,53856370705293130JY66283
UD15692,93.00,53366514425797722DG47437
UD15693,61.00,53146199873569125RL55170
UD15694,29.00,53347312497333990AJ96241
UD15695,66.00,53928949211988723EI57138
UD15696,16.00,53538299724247497UZ22259
UD15697,96.00,53983255697691042ET50413
UD15698,56.00,53582342792699075TU29873
UD15699,42.00,53617900652803051IB14112
UD15700,16.00,53626363642404248RN92180
UD15701,91.00,53599165812610471BT32662
UD15702,18.00,53944394277636264NL73740
UD15703,52.00,53880314049430818YI48449
UD15704,45.00,53186390241487711QG54239
UD15705,69.00,53488477826043222WO65910
UD15706,44.00,53150480034672283AC70978
UD15707,43.00,53499583142819290QX38527
UD15708,39.00,53447008769041821HD37728
UD15709,40.00,53959599158465179OX51710
UD15710,83.00,53299759009281962LB82695
UD15711,46.00,53970648889497377NI63569
UD15712,66.00,53146723967157469BY96687
UD15713,97.00,53230728835509213JG34419
UD15714,37.00,53203561868942444XR24841
