Project_Name,Project_id,Start_date,End_date,Introduction,Project_province,Category,Status
遗腹宝宝亟待救助,53696462098824227GA80424,2021/4/13,2021/10/10,为患有喉裂、食道闭锁、肛门闭锁、先心的祺祺筹集治疗费,上海市,疾病救助,1
星光计划一对一助学,53490278020902187IQ72056,2021/4/13,2022/11/11,帮助困境儿童解决基础的生活、学习物质需求，之后再通过陪伴、专业的心理疏导、等方式，帮助这些孩子们早日走出困境。,全国,教育助学,1
舞动希望街舞课堂,53288483825012817AB81538,2021/4/12,2021/10/9,以街舞公益教室的方式给孩子带去欢乐和心灵上的成长,广东省,教育助学,1
花季少女盼救助,53848169759244513PI87982,2021/4/12,2021/10/9,为地贫患儿小菲筹集后续治疗费用,广东省,疾病救助,1
脑瘫悦悦盼上学,53270403416918939HY27535,2021/4/12,2021/10/9,李菲悦患有脑性瘫痪，急需救助。,河南省,疾病救助,1
灾害救援红十字先行,53185940811741996JM11165,2021/4/12,2021/10/9,为受灾群众和救援志愿者提供物资保障及灾害防护用品,四川省,济困救灾,1
科普癫痫送关爱,53551432500702175LX16596,2021/4/12,2021/10/9,关爱癫痫患者从正确认识癫痫开始,广东省,疾病救助,1
乡村孩子的阅读盒子,53326584752371110BS27442,2021/4/12,2021/10/9,为200位乡村孩子筹集200个阅读盒,山东省,教育助学,1
花季女孩艰辛抗白路,53914341561996238QD46110,2021/4/12,2021/10/9,为患白血病女儿求助治疗所需费用,河南省,疾病救助,1
一棵橄榄树乡村振兴,53825017980230632ZZ90252,2021/4/12,2021/10/9,认种一棵小树，扶一方产业，公益振兴乡村,云南省,自然保护,1
铭恩患胆道闭锁盼捐,53984578603688500NR11017,2021/4/12,2021/10/9,铭恩患胆道闭锁，医疗费用支出较大盼捐,重庆市,疾病救助,1
12岁小学霸盼救助,53972051369538033WS25806,2021/4/12,2021/10/9,小锌患有急性淋巴细胞白血病，急需治疗费用，盼捐,黑龙江省,疾病救助,1
送走你，妈就去陪你,53812832886164877SB69619,2021/4/12,2021/10/9,小立洪患有神经母细胞瘤，急需治疗费用，盼捐,辽宁省,疾病救助,1
我希望自己有九条命,53865099694086649CJ13810,2021/4/12,2021/10/9,小旭患有急性淋巴细胞白血病，急需治疗费用，盼捐,黑龙江省,疾病救助,1
护佑先心宝贝小佳佳,53493138598896925UT50733,2021/4/12,2021/10/9,小佳佳患先心，医疗费用压力较大盼捐助,重庆市,疾病救助,1
大嘴葱邀您捐名著,53584577229567285LC45536,2021/4/12,2021/8/18,每月9元，帮个村娃读名著,全国范围,教育助学,1
给血癌患者康复希望,53118419906083737DR86356,2021/4/12,2021/10/9,每人一份爱心，为血癌患者点亮希望,全国范围,疾病救助,1
为病童点燃希望之光,53232763614807502VG50048,2021/4/12,2021/10/9,每一份爱心，都能点燃大病儿童生的希望。,全国范围,疾病救助,1
爱心午餐温暖永城,53177444778359494ZQ35820,2021/4/12,2021/10/9,每8元一顿免费午餐，让孤寡留守老人不再饿肚子,河南省,济困救灾,1
敬爱留守孤老,53736944704048307SS90451,2021/4/12,2021/10/9,善行第一步，为老人送温暖物资与关怀。,河北省,济困救灾,1
6个月小照祺盼救心,53631807362615533YG86712,2021/4/12,2021/10/9,完全性心内膜垫缺损、房室瓣大量返流、重度肺动脉高压……,北京市,疾病救助,1
单亲梓涵的心希望,53373445942081808LX56315,2021/4/12,2021/10/9,来自山西的复杂先心儿，急需二期手术,北京市,疾病救助,1
爸爸我再也不调皮了,53622163334032564WG16779,2021/4/9,2021/10/6,为白血病患儿小旭筹集后续治疗费用,河北省,疾病救助,1
少年移植治疗费告急,53483147042706848WY50181,2021/4/9,2021/10/6,少年病情复发移植中，费用告急,广东省,疾病救助,1
妈妈我不是病好了吗,53801640330807663RI54077,2021/4/9,2021/10/6,为白血病患儿顺顺筹集后续治疗费,河北省,疾病救助,1
单亲父亲救女路,53508752057865433MP19530,2021/4/9,2021/10/6,为白血病患儿小云筹集后续治疗费,河北省,疾病救助,1
爱心助残圆梦微心愿,53366755491536902PW13075,2021/4/9,2021/7/31,为厦门市200名残疾人实现小小心愿,福建省,济困救灾,1
蓉漂人才助力计划,53642858480280635LG10758,2021/4/9,2021/10/6,为帮助蓉漂青年提升职场竞争力，为蓉培育人才，留住人才。,四川省,济困救灾,1
当流浪遇见春天,53860537667765415UW82765,2021/4/9,2021/10/6,为流浪狗狗集粮食，帮助它们活下去。,重庆市,自然保护,1
夏日送清凉关爱环卫,53380307571931049HJ49635,2021/4/9,2021/10/6,1元解暑凉茶，三伏天为环卫工送去一份清凉。,黑龙江省,济困救灾,1
做你的眼伴行天府,53310773631380507AL86228,2021/4/9,2021/10/6,为出行困难的视障人士提供陪护志愿服务,四川省,济困救灾,1
守护生命救在身边,53191058009706301SX80188,2021/4/9,2021/10/6,在公共场所投放安置AED，挽救心源性猝死者的生命。,山东省,疾病救助,1
女童重疾双肾受损,53154193304168748KL24686,2021/4/9,2021/10/6,女童高烧查出重疾，父亲苦守7日夜累晕，如今孩子双肾难保,山东省,疾病救助,1
执子之手，为爱重生,53904944241548401CG40526,2021/4/9,2021/10/6,顶梁柱确诊血癌欲放弃治疗，坚强妻子不言放弃苦支撑,河北省,疾病救助,1
姐辍学救11岁血癌弟,53696818015951189BL77708,2021/4/9,2021/8/28,11岁少年已化疗11次，为了给他治病17岁的姐姐已辍学1年多,全国范围,疾病救助,1
乡村传统文化夏令营,53313828340024318KT48901,2021/4/9,2021/10/6,助力教育资源匮乏的乡村中小学生树立文化自信，茁壮成长！,全国范围,教育助学,1
敞开心扉让爱飞行,53947959325479394BJ41071,2021/4/9,2021/10/6,关爱并帮助特殊儿童，同时舒缓特殊儿童家长的心理压力。,广东省,教育助学,1
单亲妈妈的血癌女童,53386900376646573DW96354,2021/4/9,2021/10/6,和妈妈相依为命的响儿患血癌却无钱医治。,黑龙江省,疾病救助,1
星际征途,53742009982323891JR50594,2021/4/9,2021/6/30,每39元一份新学科飞行器课程，为困境儿童点亮梦想,上海市,教育助学,1
青藤公益保险计划,53188107327380867EW96722,2021/4/8,2021/10/5,一份保险，为生命保驾护航！,全国范围,济困救灾,1
与退役英雄共患难,53988669991476686EK97270,2021/4/8,2021/10/5,帮助遭遇大病、意外等困境的退役军人家庭度过难关,全国范围,济困救灾,1
困境老人的清凉一夏,53760900606450040HN39163,2021/4/8,2021/10/5,为困境老人送上夏季防暑品，给他们一个清凉的夏季。,福建省,济困救灾,1
妈妈，我不做丑八怪,53532525765570057SH10939,2021/4/8,2021/10/5,小豪患有骨髓增生异常综合症，急需治疗费用，盼捐,浙江省,疾病救助,1
白血病男孩渴望健康,53418079618886787VG35994,2021/4/8,2021/10/5,白血病男孩正在化疗阶段，治疗费用高昂，盼望援助。,广东省,疾病救助,1
双胞胎弟弟身患血癌,53371720559207699SI24339,2021/4/8,2021/10/5,鑫鑫不幸身患血癌，高昂的治疗费成为寻找健康的拦路虎,黑龙江省,疾病救助,1
5岁雨人紧急求助,53942548062443086XR69559,2021/4/8,2021/10/5,来这个世上只有4年零4个月，可决定他未来的时间只有21个月,全国范围,疾病救助,1
3岁小墨悉急盼救心,53113500957528566OO29198,2021/4/8,2021/10/5,复杂先心病，急需二期手术，家庭无力负担,北京市,疾病救助,1
爱心救助720g宝宝,53636612049851116VO17781,2021/4/8,2021/10/5,为26周早产宝宝伸出爱的援手！,广东省,疾病救助,1
洗漱包助学计划,53324918950576567EX25985,2021/4/8,2021/10/5,为青海寄宿学校捐赠洗漱包，帮助学生养成良好健康习惯。,青海省,教育助学,1
赣青突击队在行动,53980284150506753YE14383,2021/4/8,2021/10/5,9.9元，为紧急灾害保驾护航,江西省,济困救灾,1
画笔下的甘孜美,53768368798721511RP41186,2021/4/8,2021/10/5,发掘孩子们的绘画能力，培养孩子们的绘画兴趣。,四川省,教育助学,1
长江公益星为爱闪烁,53584971344429833PY95143,2021/4/8,2021/10/5,人人成为长江公益星，守护母亲河，共建美好社区。,全国范围,自然保护,1
情暖环卫工公益计划,53566929515191422IE90147,2021/4/8,2021/10/5,每10元一份爱心，温暖城市美容师。,重庆市,济困救灾,1
急救顽强先心男孩,53508849849438945FB96005,2021/4/7,2021/10/4,为患有先心、脊柱侧弯男孩海强筹集治疗费,上海市,疾病救助,1
公主梦眼癌女孩求助,53117075553324534BM72145,2021/4/7,2021/10/4,为患恶性视网膜母细胞瘤的桐桐筹集治疗费,上海市,疾病救助,1
天使妈妈邻友小家,53182326419550536GL44390,2021/4/7,2021/10/4,给异地就医的大病困境儿童提供关怀和帮助,全国范围,疾病救助,1
5岁子琪的心生,53110244655722982FL49159,2021/4/7,2021/10/4,复杂先心病患儿，急需二期手术，家庭无力负担,北京市,疾病救助,1
愿倾尽所有换你平安,53505477682886946TP16281,2021/4/7,2021/10/4,晨晨患有急性肝衰竭，急需治疗费用，盼捐,上海市,疾病救助,1
4岁男孩的两年抗白,53207602392371650ZJ18602,2021/4/7,2021/6/30,帮助4岁的白血病患儿逸逸筹集移植后续治疗费用。,北京市,疾病救助,1
兵哥哥奋力救弟弟,53324152731750187SL10306,2021/4/6,2021/10/3,为患有脑出血的阿刚筹集后续治疗费用,全国范围,疾病救助,1
热带雨林修复行动,53554833665058010ZQ36690,2021/4/6,2021/10/3,用一棵树苗一年10元的管理费，支持修复热带雨林生态环境。,云南省,自然保护,1
熊猫蜂巢科学小屋,53484398459986141KJ37173,2021/4/6,2021/10/3,搭建熊猫蜂巢，创造熊猫村科学小蜜蜂成长成才的机会,四川省,教育助学,1
奔跑吧！少年,53370633613320170YH73005,2021/4/6,2021/10/3,帮助家庭困难的初三到大一学生顺利完成学业,全国范围,教育助学,1
3岁泽泽盼康复,53760150093782063CR53811,2021/4/2,2021/9/29,刘宇泽患有脑性瘫痪，急需救助。,河南省,疾病救助,1
尿毒症兰兰绝境求生,53798365196627420LZ43121,2021/4/2,2021/9/29,年轻女子患尿毒症，肾源已配型成功，治疗费用却难倒全家,安徽省,疾病救助,1
与癌王抗争的小博涵,53457095974322115EN96432,2021/4/2,2021/9/29,男童患癌王，治疗费用成了一家难以跨越的鸿沟,河南省,疾病救助,1
小孖轩的心生命,53801728523106934WK34616,2021/4/2,2021/9/29,复杂先心病患儿，急需三期手术，家庭无力负担,北京市,疾病救助,1
小珈宁患先心盼捐助,53660852826172316PU54025,2021/4/2,2021/9/29,珈宁患先天性心脏病盼望捐助,重庆市,疾病救助,1
我有一棵生态振兴树,53456008320237662XC95663,2021/4/2,2021/9/29,10元种下一颗果树，漫山遍野农人笑，共同助力乡村振兴。,陕西省,济困救灾,1
华岩助学圆梦公益,53856781678809228KF92120,2021/4/2,2021/9/29,5元钱为困境儿童带去温暖，带去知识和健康。,重庆市,教育助学,1
一门三癌遇生死难题,53164683726464348GK45098,2021/4/2,2021/9/29,一家里三人患癌两人相继去世，为活着他艰难支撑,湖北省,疾病救助,1
希望工程幕天亲子阅,53147866939639079NK97202,2021/4/2,2021/9/29,捐72元，让一个乡村儿童获得180天亲子阅读服务，阅不孤读,全国范围,教育助学,1
爸爸拼尽全力留住你,53157453478994989VV86046,2021/4/2,2021/9/29,为患有滑膜肉瘤的小岐筹集治疗费,上海市,疾病救助,1
想上名校的先心男孩,53929300734763088ZO49931,2021/4/2,2021/9/29,为患先心病、系统性红斑狼疮早期的小旭筹集治疗费,上海市,疾病救助,1
小绍凤患先心盼捐助,53942065732540564CS50526,2021/4/2,2021/9/29,绍凤患先天性心脏病盼捐助,重庆市,疾病救助,1
救救善良护士的儿子,53460061480058807ZT69330,2021/4/2,2021/9/29,小铭城患有急性淋巴细胞白血病，急需治疗费用，盼捐,山西省,疾病救助,1
笔尖的力量,53520909582128404HU84152,2021/4/2,2021/9/29,用书信陪伴孩子成长， 有爱才会有未来！,天津市,教育助学,1
唐氏宝宝铭铭患先心,53739534655546155WY21230,2021/4/2,2021/9/29,铭铭患先天性心脏病盼捐助,重庆市,疾病救助,1
儿子，不要离开爸爸,53255630548639844VT16615,2021/4/2,2021/9/29,小轩患有脑干延髓横纹肌样脑膜瘤，急需治疗费用，盼捐,江西省,疾病救助,1
重症宝宝徘徊鬼门关,53381087560129992IW91235,2021/4/2,2021/9/29,小泽希患重度急性呼吸窘迫综合征，急需治疗费用，盼捐,贵州省,疾病救助,1
早产三胞胎紧急求救,53775524333538239NJ16145,2021/4/2,2021/8/28,三个试管婴儿早产，呼吸窘迫、肺炎、极低体重，在ICU求救,河南省,疾病救助,1
阳光天使坚强抗白,53260394626127544TU21899,2021/4/2,2021/9/29,帮助6岁小嘉嘉坚强抗白,黑龙江省,疾病救助,1
把星星的孩子带回家,53964026100543665IA97044,2021/4/2,2021/9/29,为自闭症患儿家长进行康复技能培训，为患儿购买意外保险,内蒙古自治区,疾病救助,1
烈士亲人关爱一对一,53884788217426842HM63161,2021/4/1,2022/11/11,1200元，为1名烈士亲人送去1份助养温暖。,全国,济困救灾,1
难产新生宝病危盼救,53861899354989384LV97984,2021/4/1,2021/9/28,单亲妈妈独身一人历经难产为病危新生宝求助,广东省,疾病救助,1
单亲妈妈求救助,53486378491692621NW79303,2021/4/1,2021/9/28,不愿丢弃女儿，求社会爱心救助。,河南省,疾病救助,1
帮乡村孩子上电脑课,53411598880332761SX51256,2021/4/1,2021/9/28,为仓前庄中心小学筹集计算机教室软硬件设施及课程。,天津市,教育助学,1
特殊方式让一家团聚,53332427832701143GG11659,2021/4/1,2021/9/28,得病那天却成孩子最开心一天，他用特殊方式让一家团聚,安徽省,疾病救助,1
帮助小辰昊战胜先心,53668914371058206CV69288,2021/4/1,2021/9/28,辰昊患先天性心脏病，病情危急盼捐,重庆市,疾病救助,1
携手齐心爱满五小,53262960943195443MH41205,2021/4/1,2021/8/18,9.9元，帮助留守及困境儿童学习知识、拓展视野、增强信心,江西省,教育助学,1
让星星的孩子不孤独,53370406872306621AT30894,2021/4/1,2021/9/28,对自闭症患儿进行有计划的医疗和矫治教育，改善预后。,全国范围,疾病救助,1
用爱温暖自闭症儿童,53209748815005571HR69974,2021/4/1,2021/9/28,2021年世界自闭症关注日帮助自闭症儿童融入社会,云南省,疾病救助,1
助力儿子击倒病毒,53266565604326954IB28855,2021/4/1,2021/9/28,为患有白血病的小喆筹集后续治疗费用,全国范围,疾病救助,1
一步一步跨过大病路,53883785446155138OM77070,2021/4/1,2021/9/28,为患有白血病的小泽筹集后续治疗费用,全国范围,疾病救助,1
疾病再痛苦也要微笑,53107162262081738VI12890,2021/4/1,2021/9/28,为患有白血病的小阳筹集后续治疗费用,全国范围,疾病救助,1
勇闯脱贫路,53990554472219780BG20155,2021/4/1,2021/9/28,7岁地贫男童艰难输血路，盼移植摆脱病魔,广东省,疾病救助,1
盼地贫女儿重生,53404633630756919EI10705,2021/4/1,2021/9/28,地贫女孩期盼移植重获新生,广东省,疾病救助,1
救孙八年耄耋再难继,53618485895858461LF41652,2021/4/1,2021/9/28,孙子头部意外重伤，耄耋老人坚持医治八年，难再继,河南省,疾病救助,1
掏空家底救6岁小洁,53969466463279433DD51605,2021/4/1,2021/9/28,为患白血病的小洁筹集第三期化疗费用,全国范围,疾病救助,1
圆困境孩子的书画梦,53311204434671654QR40506,2021/4/1,2021/9/28,弘扬传统文化，提升困境儿童的个人素养。,福建省,教育助学,1
带乡村孩子玩科学,53678168422743320XR52496,2021/4/1,2021/9/28,为乡村的孩子送去实验套装，带领他们探索科学世界。,福建省,教育助学,1
绿色公益摇滚节,53597586107844311YJ29916,2021/4/1,2021/9/28,保卫绿水青山，为城市种植一棵树，添一分绿。,四川省,自然保护,1
老父亲的辛酸疾,53706219288277533FG42246,2021/4/1,2021/9/28,老父亲因脑溢血住ICU昏迷不醒盼救助！,湖南省,疾病救助,1
6年抗瘤药养困,53844846666653549QG28716,2021/4/1,2021/9/28,助力单亲妈妈困瘤续生之路！,湖南省,疾病救助,1
生命脆弱龙杰加油,53827380401525455VR25070,2021/4/1,2021/9/28,张龙杰患白血病募集移植费用,北京市,疾病救助,1
给临终老人一份关爱,53123247464462133NI66326,2021/4/1,2021/9/28,为临终老人提供关怀服务,河北省,其他,1
家庭多难儿又患血癌,53774505765298088GN96036,2021/3/31,2021/9/27,丈夫患脑瘤终生服药，儿子1岁半患血癌，7岁血癌复发,辽宁省,疾病救助,1
养父母为苦命儿求救,53447571864908240YU86462,2021/3/31,2021/9/27,养女得血癌急需移植，养父母不离不弃舍命救治,河南省,疾病救助,1
学霸留下双眼陪父母,53598754072981094FJ31685,2021/3/31,2021/9/27,14岁学霸急需开颅救命，留下双眼陪父母,河南省,疾病救助,1
护士盼爱女渡过难关,53720783199794930EY67250,2021/3/31,2021/9/27,徐言患原发性免疫缺陷募集移植后抗排异费用,北京市,疾病救助,1
血癌男童漫漫重生路,53463330900782774HK35045,2021/3/31,2021/9/27,帮助优优，摆脱病魔，重获新生。,河北省,疾病救助,1
急救开颅顶梁父,53128383124088998US43776,2021/3/31,2021/9/27,父亲因脑出血做了开颅手术，家庭贫苦盼救助！,河南省,疾病救助,1
为血癌男孩圆康复梦,53943990224983286EP39963,2021/3/31,2021/9/27,为白血病患者悦悦筹集治疗费,河南省,疾病救助,1
山中雏菊筑梦同行,53803625791517720XX89898,2021/3/31,2021/9/27,积小善 行大爱，为贫困地区的孩子们送去口腔健康服务。,中西部地区,疾病救助,1
情暖社区心系长者,53894511377350321KQ55797,2021/3/31,2021/9/27,多献一份爱，心系老人饮食，让空巢老人有餐、有爱、有陪伴,浙江省,济困救灾,1
残障儿童康复支持,53135605886092390NR42553,2021/3/31,2021/9/27,为50名残障儿童筹集5个月康复支持,陕西省,疾病救助,1
龙华大病救助计划,53251066331943606XK46811,2021/3/30,2021/9/26,募集款项帮助龙华区内患有大病的困难群众渡过难关,广东省,疾病救助,1
上学的愿望,53925451144564766NP37284,2021/3/30,2021/9/26,自闭症儿童关爱计划，助力[星娃]上学的愿望。,北京市,教育助学,1
狼疮女孩期盼救助,53436572483741838TX22536,2021/3/30,2021/9/26,小霞患有系统性红斑狼疮，急需治疗，求助。,上海市,疾病救助,1
护航坚强少年战病魔,53948364489248178SM14425,2021/3/30,2021/9/26,14岁少年罹患博基特淋巴瘤白血病，倾家荡产，求救命！,天津市,疾病救助,1
急救3个月小晞璇,53195813310028074YY95816,2021/3/29,2021/9/25,来自甘肃的复杂先心病患儿，急需手术，家庭无力负担,北京市,疾病救助,1
双胞胎妹妹盼救心,53796444108027885AN72190,2021/3/29,2021/9/25,复杂先心病，急需手术，家庭无力负担,北京市,疾病救助,1
可爱女孩遭肿瘤侵蚀,53799309992192285CJ14772,2021/3/29,2021/9/25,女孩重疾，父亲辞职救女，奈何治疗花费巨大无力承担,山东省,疾病救助,1
3岁宝宝的抗癌路,53926494801029368PZ21706,2021/3/29,2021/6/30,露露1岁生病，如今已经3岁，小小的她正在努力抗癌。,河北省,疾病救助,1
高危血癌遇上萌妹子,53643580458652767GO26190,2021/3/29,2021/9/25,为4岁白血病女童筹集治疗费用，争取活下来的希望。,天津市,疾病救助,1
大战血液病的7岁娃,53246319555395480EF58885,2021/3/29,2021/9/25,7岁男孩身患再生障碍性贫血，为孩子筹集手术费用。,天津市,疾病救助,1
为聋儿筹集一双耳朵,53894597809576426GE77444,2021/3/29,2021/9/25,为听障宝宝筹集人工耳蜗费用，让孩子回归有声的世界。,天津市,疾病救助,1
名著小书包,53351565233934614SI33817,2021/3/29,2021/8/18,搭建透明公开的公益平台，改善乡村儿童阅读现状,江西省,教育助学,1
美育进乡村艺暖包,53808990986479558LA52813,2021/3/26,2021/9/22,为农村儿童提供画材支持，为乡村教师赋能。,山东省,教育助学,1
3岁肝瘤宝宝想活着,53453330736348507MQ49456,2021/3/26,2021/9/22,3岁宝宝患肝母细胞瘤四期高危，急缺治疗费用。,安徽省,疾病救助,1
暖心暖胃暖家园,53589183602656293ZT94488,2021/3/26,2021/9/22,以美食为媒介，为老人提供陪伴活动，丰富老人文化生活。,浙江省,济困救灾,1
喘息计划,53550150675389089EV33515,2021/3/26,2021/9/22,支持特殊家庭尤其是老养残家庭恢复生活常态。,全国范围,济困救灾,1
赶走脑袋里的坏东西,53355655556260753IF93714,2021/3/26,2021/9/22,12岁少女复查发现脑部有积液，需手术治疗,河南省,疾病救助,1
宝宝刚出生就进ICU,53292241821087627ZN21003,2021/3/26,2021/9/22,小康患奥尔德里奇综合征，急需治疗费用，盼捐,陕西省,疾病救助,1
癌症母亲舍命救儿子,53929195093469302ZX72446,2021/3/26,2021/9/22,小俊杰患有急性淋巴细胞白血病，急需治疗费用，盼捐,重庆市,疾病救助,1
母爱的呼唤,53823596366480744WI76052,2021/3/26,2021/9/22,不到七岁女儿身患白血病，母亲拼死相救！,全国范围,疾病救助,1
救救患血癌的妻子,53415439856186368VN23780,2021/3/26,2021/9/22,妻子患血癌，生命危在旦夕,河南省,疾病救助,1
拥抱青春期性教育,53441213700649668NI82389,2021/3/26,2021/9/22,每29元就能让一位青少年及其家长获得性健康教育知识,全国范围,教育助学,1
愿髓系阳阳早日移植,53986155192792481NO23025,2021/3/26,2021/9/22,血癌男孩渴望移植，但治疗费缺口很大，盼爱心援助。,河北省,疾病救助,1
奋斗百年助残新征程,53201512884038359JE15423,2021/3/26,2021/9/22,关爱残疾人公益活动,重庆市,济困救灾,1
血癌男童盼康复,53889057975532794QT52708,2021/3/25,2021/9/21,子涵身患白血病，却因家庭困难而无钱医治,黑龙江省,疾病救助,1
星火守护公益联盟,53892185831830384MP77447,2021/3/25,2021/9/21,为好的公益项目和公益组织提供募捐服务支持。,全国范围,其他,1
为折翼天使插上翅膀,53792179365879583VO31556,2021/3/25,2021/9/21,每人捐赠10元钱，就会为因意外伤害的孩子带来一丝希望,全国范围,疾病救助,1
二次移植重生盼援助,53472399764575169CP74590,2021/3/25,2021/9/21,为患有白血病的文文筹集后续治疗费用,全国范围,疾病救助,1
六年等待盼梦成真,53304351656506968BO94940,2021/3/25,2021/9/21,儿患地贫，单亲爸爸艰难维持生计，盼移植,广东省,疾病救助,1
西北男孩寻找光明,53252790687831590DY98533,2021/3/25,2021/9/21,为患视网膜母细胞瘤的航航筹集治疗费,上海市,疾病救助,1
保护老人佝偻的背脊,53141025432957404XD69188,2021/3/25,2021/9/21,为贫困老人送去补钙暖心包，让他们健康安享晚年。,福建省,济困救灾,1
垃圾分类益起行动,53932871929338845ZS93845,2021/3/25,2021/9/21,科普垃圾分类，保护地球家园。,福建省,自然保护,1
美丽夕阳留晚照,53790852811284193PN20382,2021/3/25,2021/9/21,为困境老年夫妻拍摄公益婚纱照，留住美好的回忆。,福建省,济困救灾,1
小奕航患先心盼捐助,53545822659187192DP58932,2021/3/25,2021/9/21,奕航患先天性心脏病盼捐助,重庆市,疾病救助,1
肿瘤男孩渴望活下去,53669447056027444QG99275,2021/3/25,2021/9/21,小伟身患恶性肿瘤，困境的家庭却无力负担高昂的治疗费,福建省,疾病救助,1
金羽翼艺术康复教学,53587090768491566VA44450,2021/3/25,2021/9/21,通过艺术康复，帮助残障少年儿童获得身心成长，全面赋能。,北京市,教育助学,1
父亲赴非打工救儿子,53547795860994017MN84042,2021/3/25,2021/9/21,父亲为救重症儿子冒险赶赴非洲做苦力，困难重重。,北京市,疾病救助,1
截瘫外公停药救爱孙,53236951151632972QZ92251,2021/3/25,2021/9/21,爱孙患罕见病，高位截瘫的外公停药救孙。,北京市,疾病救助,1
阳光公益课堂,53615946761788376TT99908,2021/3/25,2021/9/21,专业持续的支教让农村的孩子接受与城市孩子同等的素质教育,全国范围,教育助学,1
小小爱心包,53840534680453109EE49351,2021/3/25,2021/9/21,为新疆偏远地区学校学生捐赠爱心包,新疆维吾尔自治区,教育助学,1
重获心生希望,53536835880739450QO48555,2021/3/25,2021/9/21,帮助大病患者筹集治疗费用及家庭的生活费用,新疆维吾尔自治区,疾病救助,1
心智障碍青年就业梦,53459274123356142NI59541,2021/3/25,2021/9/21,赋能特殊人群，使他们实现自我成长和自我价值。,上海市,教育助学,1
我长大了父亲却病了,53706117221615230US23495,2021/3/25,2021/9/21,父亲重病急需手术，家里负债累累无力支撑,河北省,疾病救助,1
我渴望移植重生,53843333007412533PC96548,2021/3/24,2021/9/20,四岁患病，如今面临移植，渴望重生,广东省,疾病救助,1
让困境孩子远离近视,53525388556674238CC79802,2021/3/24,2021/9/20,为困境儿童送去近视防控包，让他们拥有明亮的双眼。,福建省,教育助学,1
支持孩子的科教梦,53865390744705254DR45530,2021/3/24,2021/9/20,科教陪伴相结合，让孩子从视野上率先走出大山。,云南省,教育助学,1
情暖夕阳暖巢行动,53511796035705959YB20643,2021/3/24,2021/9/20,关爱乡村留守老人。,云南省,济困救灾,1
单亲妈妈送外卖救女,53576268452113708OD28910,2021/3/24,2021/9/20,单亲妈妈独自一人挽救血癌女儿，靠送外卖赚微薄生活费,北京市,疾病救助,1
7岁女孩做手工救弟,53568727423282945BP44436,2021/3/24,2021/9/20,小姐姐放学做手工活，想救身患横纹肌肉瘤弟弟,北京市,疾病救助,1
八月男婴连闯鬼门关,53706477817358653CP31734,2021/3/24,2021/9/20,8个月男婴身患白血病，挺过两次危机，急需救助,湖北省,疾病救助,1
他被切除两斤重肿瘤,53382158299446759JD95611,2021/3/24,2021/9/20,试管儿累计做手术5次，化疗30次，被切下两斤肿瘤,辽宁省,疾病救助,1
肿瘤女童盼救助,53162933328827474AU28492,2021/3/24,2021/9/20,2岁小梓欣身患神母细胞瘤，体内切出八公分肿瘤,湖北省,疾病救助,1
俩姐妹同被大火烧伤,53938819987619407ND77994,2021/3/24,2021/9/20,贫寒家庭的两姐妹同时被大火烧伤。,湖北省,疾病救助,1
青苗雨露助学计划,53961016944198343UN59835,2021/3/24,2021/9/20,为困境家庭儿童提供物资和陪伴，让他们感受温暖和爱。,浙江省,教育助学,1
伴读者计划,53672016922606945YX61546,2021/3/24,2021/9/20,成为[伴读者]，帮助图书馆落地乡村，陪伴儿童读书、成长。,全国范围,教育助学,1
多胞胎困难家庭救助,53161589781621990MV91710,2021/3/23,2021/9/19,与爱牵手，救助多胞胎困难家庭。,福建省,济困救灾,1
噬血男宝限生死困局,53111053531678643HX83234,2021/3/23,2021/9/19,1岁男宝患重度噬血细胞综合症 费用告急 急需救助,河南省,疾病救助,1
大鹏半岛珊瑚调查,53519776253858161ZL79337,2021/3/23,2021/9/19,基于大鹏半岛的珊瑚调查，最终推导大鹏半岛近海禁渔。,广东省,自然保护,1
怪病男孩，求生12年,53854047262930259JO57183,2021/3/23,2021/9/19,贵州一男童患怪病，从出生开始全身溃烂，12年来地狱中求生,贵州省,疾病救助,1
鹏鹏能否化癌展翅,53768873377082902ZR34383,2021/3/23,2021/9/19,鹏鹏身患白血病，长期化疗，能否化癌，展翅高飞,安徽省,疾病救助,1
琪琪失父又患先心,53347243853758823TP62156,2021/3/23,2021/9/19,琪琪父亲车祸去世，又患先天性心脏病盼捐助,重庆市,疾病救助,1
为残疾人做口腔检查,53430747574313094KW83218,2021/3/23,2021/9/19,为残疾人士进行口腔检查，呵护他们的口腔健康。,广东省,其他,1
少年绝境求生路,53163731576868056HK56515,2021/3/23,2021/9/19,镓瑞身患白血病，移植是他唯一活下去的机会。,黑龙江省,疾病救助,1
白血病男孩想活下去,53934605564593916BM34328,2021/3/23,2021/9/19,遂宁11岁白血病男孩，活下去成了他最大的心愿……,四川省,疾病救助,1
华岩暖心温暖包,53430771890092490RL81561,2021/3/23,2021/9/19,为困境家庭老人和儿童送去生活物资，送去温暖,重庆市,济困救灾,1
视障陪跑公益计划,53258152481343097ZN45295,2021/3/22,2021/9/18,每10元，助力视障人士奔跑10公里。,广东省,疾病救助,1
困境儿童一节课,53518057555219271CA19142,2021/3/22,2021/6/30,针对苦志育才学校困境儿童学生的一节课教育计划,湖南省,教育助学,1
